,link,brand,price,sales,stars,batteries_included,mini,flight_time,is_fpv,resolution,wifi_freq,wifi,gps,remote_control,portable,helix_protector,autoreturn,full_turn,altitude_retention,dual_camara,distance,follow_func
478,https://www.mercadolibre.com.mx/drone-h36-ufo-e010-portatil-bolsillo-acrobatico-resiste-jjrc-color-naranja/p/MLM24215544?pdp_filters=category:MLM149102#searchVariation=MLM24215544&position=5&search_layout=stack&type=product&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,jjrc,820,5,4.6,True,True,True,False,0,2.4,False,False,True,False,True,True,True,False,False,200,False
479,https://articulo.mercadolibre.com.mx/MLM-1439351503-mini-drone-k101-max-con-sensor-antiobstaculos-10-funciones-_JM#position=27&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,tudrone,1180,50,4.0,True,True,True,False,3,2.4,True,False,True,True,False,False,False,False,False,200,False
480,https://articulo.mercadolibre.com.mx/MLM-2515139062-camara-mini-drone-grande-angular-wi-fi-barato-2-morcegos-_JM#position=14&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,583,2,4.0,False,True,True,False,1,2.4,True,False,False,True,False,False,False,False,False,200,False
482,https://articulo.mercadolibre.com.mx/MLM-1747881043-mini-drones-para-ninos-dron-con-4-baterias-azul-_JM#position=47&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,779,50,3.7,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
483,https://articulo.mercadolibre.com.mx/MLM-1474363897-dron-con-camara-1080p-wifi-sensor-de-gravedad-y-giro-3d-_JM#position=48&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,tomzon,2690,1,4.0,True,True,True,True,0,2.4,True,False,True,False,False,False,False,False,False,200,False
484,https://articulo.mercadolibre.com.mx/MLM-1603875010-mini-drones-chiquitos-baratos-control-remoto-por-guante-_JM#position=21&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,673,5,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,False,200,False
485,https://articulo.mercadolibre.com.mx/MLM-1658935517-mini-drone-esfera-voladora-con-luces-y-sensor-de-proximidad-_JM#position=38&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,toys,179,100,4.0,True,True,True,False,0,38.0,False,False,False,False,False,False,False,False,False,200,False
486,https://articulo.mercadolibre.com.mx/MLM-2254422712-drone-2023-hot-p11s-dron-8k-5-g-gps-profesional-hd-ae-_JM#position=23&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,765,5,4.0,False,True,True,False,0,2.4,False,True,False,False,False,False,False,False,False,200,False
487,https://articulo.mercadolibre.com.mx/MLM-2413277212-drone-8k-5g-gps-avion-profesional-4k-hd-fotografia-aerea-_JM#position=40&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,1289,2,4.0,False,True,True,False,0,2.4,True,True,False,False,False,False,False,False,False,200,False
488,https://articulo.mercadolibre.com.mx/MLM-1701330802-dron-cuadricoptero-e99-plegable-con-camara-doble-_JM#position=16&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,dfkt,422,100,3.7,False,False,True,True,3,2.4,True,False,True,True,False,False,False,False,False,200,False
490,https://www.mercadolibre.com.mx/drone-lsrc-ls-38-con-dual-camara-6k-negro-5ghz-2-baterias/p/MLM18566556?pdp_filters=category:MLM149102#searchVariation=MLM18566556&position=8&search_layout=stack&type=product&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,lsrc,3059,500,4.2,True,True,True,False,6,5.0,True,True,True,True,False,True,False,True,True,200,True
491,https://articulo.mercadolibre.com.mx/MLM-2128912836-s89-rc-drone-camara-4k-wifi-fpv-drone-mini-plegable-_JM#position=56&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,717,2,4.0,False,True,True,True,1,2.4,True,False,False,True,False,False,False,False,False,200,False
492,https://articulo.mercadolibre.com.mx/MLM-1452138343-mini-dron-profesional-con-luces-de-doble-camara-2-baterias-_JM#position=37&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,lsrc,499,500,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
493,https://articulo.mercadolibre.com.mx/MLM-1747738035-drone-con-camara-doble-mini-dron-4k-con-2-baterias-_JM#position=42&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,generic,1129,5,4.0,True,True,True,True,4,2.4,True,False,True,False,False,False,False,False,False,200,False
495,https://articulo.mercadolibre.com.mx/MLM-634230535-nuevo-drone-dji-tello-smart-mini-camara-envio-gratis-msi-_JM#position=33&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,dji,2148,5,5.0,True,True,True,False,2,2.4,True,False,False,False,True,False,True,True,False,200,False
496,https://www.mercadolibre.com.mx/drone-holy-stone-beginner-f181w-con-camara-hd-black-1-bateria/p/MLM15540166?pdp_filters=category:MLM149102#searchVariation=MLM15540166&position=7&search_layout=stack&type=product&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,holy_tone,4320,25,4.7,True,True,True,True,2,2.4,True,False,True,False,False,False,False,False,False,200,False
497,https://articulo.mercadolibre.com.mx/MLM-961927036-drone-binden-s7-con-camara-720p-hasta-20-minutos-de-vuelo-_JM#position=18&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,binden,3499,50,4.5,True,True,True,False,2,5.0,True,True,True,True,False,False,False,False,False,200,True
498,https://www.mercadolibre.com.mx/drone-propel-star-wars-74-z-speeder-bike-marron-y-blanco-1-bateria/p/MLM9201827?pdp_filters=category:MLM149102#searchVariation=MLM9201827&position=4&search_layout=stack&type=product&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,propel,1999,50,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
499,https://articulo.mercadolibre.com.mx/MLM-1462986490-holy-stone-drone-hs160p-dron-con-camara-y-2-baterias-_JM#position=41&search_layout=stack&type=item&tracking_id=53d667ff-f6cd-4bb1-b4d9-1ddfff039923,holy_tone,1805,5,5.0,True,False,True,True,3,2.4,True,False,True,True,True,False,False,True,False,200,False
502,https://www.mercadolibre.com.mx/camara-drone-e88-4k-de-alta-definicion-portatil-con-2-bateri/p/MLM20796285?pdp_filters=category:MLM149102#searchVariation=MLM20796285&position=4&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,light_moo,532,5,4.0,True,True,True,True,2,4.0,True,True,True,True,False,False,False,False,False,200,False
503,https://www.mercadolibre.com.mx/drone-dji-tello-blanco-sellado-color-blanco/p/MLM24440178?pdp_filters=category:MLM149102#searchVariation=MLM24440178&position=6&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,dji,2090,5,4.0,False,True,True,False,1,2.4,True,False,False,False,False,False,False,False,False,200,False
507,https://www.mercadolibre.com.mx/mini-drone-eachine-h8-mini-blanco-1-bateria/p/MLM15000359?pdp_filters=category:MLM149102#searchVariation=MLM15000359&position=3&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,eachine,787,100,4.0,True,True,True,False,0,2.4,False,False,True,False,True,True,True,False,False,200,False
508,https://articulo.mercadolibre.com.mx/MLM-1329862340-drone-e88-pro-_JM#position=41&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,qichan,999,2,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
509,https://articulo.mercadolibre.com.mx/MLM-1918144027-fotografia-aerea-drones-profesionales-camaras-duales-baratas-_JM#position=11&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,641,1,4.0,True,True,True,True,4,2.0,True,False,True,True,False,False,False,False,True,200,False
510,https://articulo.mercadolibre.com.mx/MLM-959384772-bailando-alas-hobby-s0801-balsa-madera-rc-avion-12-m-piper-_JM#position=36&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,1481,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
511,https://articulo.mercadolibre.com.mx/MLM-1820681007-drones-kf106-max-drone-de-3-ejes-para-evitar-obstaculos-cam-_JM#position=29&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,K&F,3468,1,5.0,True,False,True,False,4,2.4,True,True,True,False,False,False,False,False,False,200,False
515,https://articulo.mercadolibre.com.mx/MLM-1949783297-4k-osprey-tierra-aire-doble-modo-avion-helicoptero-_JM#position=13&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,1074,1,4.0,True,True,True,True,4,1.0,False,False,True,False,False,False,False,False,False,200,False
516,https://articulo.mercadolibre.com.mx/MLM-1516507937-mini-drone-a15-pro-con-dual-camara-4k-control-remoto-wifi-_JM#position=51&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,taximas_hoop,689,1,4.0,True,True,True,False,4,2.0,True,False,True,True,False,False,False,False,True,200,False
517,https://articulo.mercadolibre.com.mx/MLM-2378614260-jjrc-h36f-mini-drone-24g-4-canales-6-eixos-velocidade-3d-fl-_JM#position=33&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,583,1,4.0,False,True,True,False,0,2.4,False,False,True,True,True,False,True,False,False,200,False
518,https://articulo.mercadolibre.com.mx/MLM-2143809508-dron-fpv-control-remoto-drone-con-par-de-camara-8k-3-bateria-_JM#position=49&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,generic,1321,25,4.0,True,True,True,True,8,2.4,True,False,True,True,False,False,False,False,False,200,False
519,https://articulo.mercadolibre.com.mx/MLM-1913244751-dron-dji-mini-3-single-4k-hdr-38min-vuelo-control-factura-_JM#position=8&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,dji,11799,50,5.0,True,True,True,False,4,2.4,True,True,True,True,False,False,False,False,False,200,False
520,https://articulo.mercadolibre.com.mx/MLM-1763527613-dji-mini-3-fly-more-combo-plus-dji-rc-_JM#position=12&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,dji,18999,100,4.9,True,True,True,False,4,5.8,True,True,False,True,False,True,False,False,False,200,True
522,https://articulo.mercadolibre.com.mx/MLM-1309581059-e99-pro-repuestos-para-drones-plegables-cuchillas-de-motor-_JM#position=15&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,zongchengda,220,5,4.0,False,True,True,False,0,2.4,False,False,False,True,False,False,False,False,False,200,False
523,https://articulo.mercadolibre.com.mx/MLM-1911995333-drone-kbdfa-nuevo-dron-g6-5g-8k-camara-hd-gps-obst-de-_JM#position=18&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,qianailian,533,1,4.0,False,True,True,False,1,2.4,True,True,False,False,False,False,False,False,False,200,False
524,https://www.mercadolibre.com.mx/drone-mjx-bugs-b2c-con-camara-fullhd-white-1-bateria/p/MLM11131260?pdp_filters=category:MLM149102#searchVariation=MLM11131260&position=7&search_layout=stack&type=product&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,mjx,4549,4,4.0,True,True,True,False,3,2.4,False,True,True,False,False,False,False,False,False,200,False
525,https://articulo.mercadolibre.com.mx/MLM-958306796-drone-4k-sjrc-f7-pro-4k-con-2-baterias-_JM#position=38&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,sjrc,7662,25,4.0,True,False,True,True,4,5.0,True,True,True,True,False,True,False,False,False,200,True
526,https://articulo.mercadolibre.com.mx/MLM-907776159-mini-drone-cx-10-4-ch-24-ghz-6-ejes-giroscopio-led-nuevo-_JM#position=50&search_layout=stack&type=item&tracking_id=45817321-ee60-45fe-8469-2680f02862d3,venkuber,514,5,4.0,False,True,True,False,0,2.4,True,False,False,False,False,False,False,False,False,200,False
527,https://articulo.mercadolibre.com.mx/MLM-1858194279-drone-4k-profesional-hd-camara-gran-angular-wifi-gps-drones-_JM#position=4&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,805,2,4.0,True,True,True,False,1,0.0,True,True,True,False,False,False,False,False,False,200,False
529,https://articulo.mercadolibre.com.mx/MLM-2343400212-elicopterpteros-drones-dragon-con-camara-hd-4k-3battery-_JM#position=3&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,768,5,4.0,True,True,True,True,4,2.0,True,False,True,False,False,False,False,False,False,200,False
531,https://articulo.mercadolibre.com.mx/MLM-2223811052-cuadricoptero-rc-para-evitar-obstaculos-en-forma-de-y-con-de-_JM#position=27&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,769,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
532,https://articulo.mercadolibre.com.mx/MLM-2074700462-hk58-drone-8k-hd-aviones-fotografia-nuevo-wifi-_JM#position=37&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,1081,1,4.0,True,True,True,True,2,2.0,True,True,True,False,False,False,False,False,False,200,False
534,https://articulo.mercadolibre.com.mx/MLM-1347517287-mini-drone-k99-max-oas-con-camara-y-sensor-anti-obstaculos-_JM#position=46&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,grxno,1399,50,4.5,True,True,True,False,2,2.4,True,False,True,False,False,False,False,False,False,200,False
535,https://articulo.mercadolibre.com.mx/MLM-2024041118-dron-gps-drone-con-camara-4k-y-funcion-de-retorno-automatico-_JM#position=12&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,2559,5,5.0,True,False,True,True,4,2.4,True,True,True,True,False,False,False,False,False,200,False
536,https://articulo.mercadolibre.com.mx/MLM-1817834653-control-remoto-minidron-cuadricoptero-retorno-con-un-boto-_JM#position=31&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,jjrc,310,5,4.0,True,True,True,True,3,2.4,True,False,True,False,True,True,True,False,False,200,False
537,https://articulo.mercadolibre.com.mx/MLM-1496932427-dron-de-fotografia-aerea-hd-de-8-megapixeles-_JM#position=9&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,843,2,4.0,True,True,True,False,6,2.4,True,False,True,False,False,False,False,False,False,200,False
538,https://articulo.mercadolibre.com.mx/MLM-2437978060-envio-de-anillo-de-pesca-de-lanzamiento-de-aire-para-dji-_JM#position=42&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,662,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
539,https://articulo.mercadolibre.com.mx/MLM-1743744838-elicopterpteros-drones-dragon-con-camara-hd-4k-3battery-_JM#position=40&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,796,1,4.0,True,True,True,True,4,2.0,True,False,True,False,False,False,False,False,False,200,False
540,https://articulo.mercadolibre.com.mx/MLM-1339357868-drone-binden-gd93-pro-con-camara-6k-hasta-28-min-de-vuelo-_JM#position=7&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,binden,3999,50,4.2,True,True,True,False,6,2.4,True,True,True,False,False,True,False,False,False,200,False
541,https://articulo.mercadolibre.com.mx/MLM-1385675252-drone-e88-aircraft-2022-hot-mini-drones-with-hd-1080-_JM#position=18&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,949,5,4.0,True,True,True,True,3,2.4,True,True,True,True,False,False,False,False,False,200,False
542,https://articulo.mercadolibre.com.mx/MLM-1736044002-drones-de-fotografia-8-millones-hd-mini-aerea-quadcopter-_JM#position=49&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,avmzvo,698,50,4.0,True,True,True,False,8,2.4,True,False,True,False,False,False,False,False,False,200,False
543,https://articulo.mercadolibre.com.mx/MLM-2001855000-payload-release-dropper-device-set-apto-para-2-etc-_JM#position=35&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,639,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
544,https://www.mercadolibre.com.mx/drone-eachine-e58-con-camara-fullhd-negro-24ghz-1-bateria/p/MLM17463204?pdp_filters=category:MLM149102#searchVariation=MLM17463204&position=1&search_layout=stack&type=product&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,eachine,849,100,4.0,True,True,True,False,3,2.4,True,False,True,True,True,True,True,True,False,200,False
545,https://articulo.mercadolibre.com.mx/MLM-1944132316-lsrc-f185-pro-4k-hd-camara-dual-fpv-rc-drone-con-3-baterias-_JM#position=44&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,676,1,4.0,False,True,True,True,1,2.4,False,False,False,True,False,False,False,False,True,200,False
546,https://articulo.mercadolibre.com.mx/MLM-1925890939-drone-h66-mini-drone-con-camara-4k-y-2-baterias-_JM#position=21&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,444,2,4.0,False,True,True,False,1,2.4,True,True,True,True,False,False,False,False,False,200,False
547,https://articulo.mercadolibre.com.mx/MLM-1857137287-camara-drone-4k-profesional-rc-distancia-3km-3-ejes-_JM#position=15&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,8116,1,4.0,False,False,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
548,https://articulo.mercadolibre.com.mx/MLM-2288267080-dron-profesional-4k-con-luces-led-y-2-baterias-_JM#position=32&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,light_oo,503,1,4.0,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
550,https://articulo.mercadolibre.com.mx/MLM-1854366257-jjrc-dron-aereo-profesional-hd-de-largo-alcance-1-_JM#position=38&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,jjrc,1009,1,4.0,True,True,True,True,4,30.0,True,True,True,False,False,False,False,False,False,200,False
551,https://www.mercadolibre.com.mx/el-dron-e58-incluye-una-camara-4k-y-tres-baterias/p/MLM20475417?pdp_filters=category:MLM149102#searchVariation=MLM20475417&position=2&search_layout=stack&type=product&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,499,100,3.5,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
552,https://articulo.mercadolibre.com.mx/MLM-1804203524-mini-dron-para-ninos-drones-con-camara-drone-4k-y-3-baterias-_JM#position=20&search_layout=stack&type=item&tracking_id=6c78714b-d933-4a28-a9d0-09831de9ebb6,generic,1168,50,3.3,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
553,https://articulo.mercadolibre.com.mx/MLM-2257235186-drone-4drc-f10-wifi-quadcopter-hd-dual-camera-2-baterias-_JM#position=8&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,4drc,1445,5,4.0,True,False,True,True,2,2.4,True,False,True,True,False,False,False,False,True,200,False
554,https://articulo.mercadolibre.com.mx/MLM-1445891079-mini-drone-deerc-d20-drones-con-camara-y-2-baterias-_JM#position=24&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,deerc,935,5,4.0,True,True,True,True,2,2.4,True,False,True,False,True,False,True,True,False,200,False
555,https://articulo.mercadolibre.com.mx/MLM-1443282236-drones-para-adultosninosprincipiantes-attop-mas-grande-10-_JM#position=49&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,guangdong,3499,1,4.0,True,True,True,False,0,10.0,False,False,False,False,False,False,False,False,False,200,False
556,https://articulo.mercadolibre.com.mx/MLM-1861298152-mini-drones-con-camara-4k-baratos-e525e88-pro-3-bateria-_JM#position=18&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,433,1,4.0,False,True,True,False,4,2.4,True,False,False,True,False,False,False,False,False,200,False
558,https://articulo.mercadolibre.com.mx/MLM-1447282005-mini-drone-fvp-drone-ht25-drones-con-camara2-baterias-_JM#position=47&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,holy_tone,826,25,3.8,True,True,True,True,3,2.4,True,False,True,False,False,False,False,False,False,200,False
559,https://www.mercadolibre.com.mx/mini-drone-dji-mini-3-mini3-fly-more-combo-con-camara-4k-gris-58ghz-3-baterias/p/MLM26682094?pdp_filters=category:MLM149102#searchVariation=MLM26682094&position=3&search_layout=stack&type=product&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,dji,23699,5,4.0,True,True,True,False,4,5.8,True,True,True,True,False,False,False,True,False,200,True
560,https://articulo.mercadolibre.com.mx/MLM-1466971104-16x-motor-engranaje-eje-de-aluminio-conjunto-de-accesorios-_JM#position=15&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,289,2,4.0,False,True,True,False,0,2.4,False,True,False,False,False,False,False,False,False,200,False
561,https://articulo.mercadolibre.com.mx/MLM-1326278219-holyton-mini-rc-drone-ht02-con-3-baterias-en-rojo-_JM#position=14&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,holyton,726,100,4.4,True,True,True,False,0,2.4,False,False,True,False,False,False,True,True,False,200,False
562,https://www.mercadolibre.com.mx/drone-holy-stone-hs175d-con-camara-4k-negro-2-baterias/p/MLM19507569?pdp_filters=category:MLM149102#searchVariation=MLM19507569&position=5&search_layout=stack&type=product&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,holy_tone,6799,500,3.4,True,True,True,True,4,2.4,True,True,True,True,False,True,False,True,False,200,True
563,https://articulo.mercadolibre.com.mx/MLM-2307469062-dji-air-2s-fly-more-combo-smart-controller-dron-video-54k-_JM#position=32&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,dji,31999,3,4.0,True,False,True,False,4,2.4,True,True,True,True,False,True,False,True,False,200,True
564,https://articulo.mercadolibre.com.mx/MLM-1463044809-deerc-mini-drone-d20-dron-con-camara-2-baterias-_JM#position=21&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,deerc,1215,5,4.0,True,True,True,True,2,2.4,True,False,True,False,True,False,True,True,False,200,False
565,https://articulo.mercadolibre.com.mx/MLM-1792057871-el-dron-e58-incluye-una-camara-4k-y-tres-baterias-_JM#position=39&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,649,5,4.0,True,True,True,False,4,2.4,True,False,True,False,False,False,False,False,False,200,False
566,https://articulo.mercadolibre.com.mx/MLM-1620028219-mini-drone-e99-pro-2-professional-camara-dual-4k-2-bateria-_JM#position=38&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,550,1,4.0,True,True,True,False,4,2.4,True,True,True,True,False,False,False,False,True,200,False
568,https://articulo.mercadolibre.com.mx/MLM-2411617542-mini-drone-disco-volador-infantil-sensor-ufo-mano-induccion-_JM#position=26&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,general,385,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
569,https://articulo.mercadolibre.com.mx/MLM-2223772046-reloj-de-induccion-infrarroja-con-sensor-k-controlado-por-dr-_JM#position=12&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,560,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
570,https://articulo.mercadolibre.com.mx/MLM-1832242765-8k-wifi-mini-drone-con-hd-doble-camara-fpv-3-bateria-_JM#position=6&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,wifi_rone,395,50,4.0,True,True,True,True,3,2.4,True,False,True,True,False,False,False,False,True,200,False
572,https://articulo.mercadolibre.com.mx/MLM-1333450561-drone-plegable-998-camara-angular-hd-720p-24-ghz-wifi-10m-_JM#position=27&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,circulo,822,500,4.1,True,True,True,False,3,24.0,True,False,True,True,False,False,False,False,False,200,False
573,https://articulo.mercadolibre.com.mx/MLM-1940800739-mini-camara-portatil-hd-8k-de-4-ejes-drone-grid-bolsillo-ae-_JM#position=48&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,824,1,4.0,False,True,True,False,1,2.4,True,False,False,False,False,False,False,False,False,200,False
575,https://articulo.mercadolibre.com.mx/MLM-1529232964-camara-mini-drone-grande-angular-wi-fi-barato-2-morcegos-_JM#position=35&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,642,3,4.0,False,True,True,False,1,2.4,True,False,False,True,False,False,False,False,False,200,False
576,https://articulo.mercadolibre.com.mx/MLM-1743974771-camara-aerea-de-alta-definicion-_JM#position=42&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,generic,734,5,4.0,True,True,True,True,4,2.0,True,True,True,True,False,False,False,False,False,200,False
577,https://articulo.mercadolibre.com.mx/MLM-1304043355-mini-drone-dji-mavic-mini-paquete-combo-camara-27k-_JM#position=29&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,dji,10450,1,4.0,True,True,True,True,7,2.4,True,True,True,True,True,True,True,True,False,200,False
578,https://articulo.mercadolibre.com.mx/MLM-875388880-dron-holy-stone-hs210-pequeno-a-mini-dron-c3-baterias-bule-_JM#position=33&search_layout=stack&type=item&tracking_id=9e2564c8-6f0d-47e6-9f46-9766db742471,holy_tone,871,25,4.0,True,True,True,False,0,2.4,False,False,True,False,True,False,True,True,False,200,False
582,https://articulo.mercadolibre.com.mx/MLM-1924644589-dron-998-pro-con-camara-hd-_JM#position=29&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,drone,950,1,4.0,True,True,True,False,4,2.4,True,False,True,True,False,False,False,False,False,200,False
583,https://articulo.mercadolibre.com.mx/MLM-1896584601-8k-profesional-ultra-hd-drone-wifi-camara-dual-drone-_JM#position=17&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,generic,794,1,5.0,True,True,True,True,2,2.0,True,False,True,False,False,False,False,False,True,200,False
585,https://articulo.mercadolibre.com.mx/MLM-1812262773-dji-mini-2-se-_JM#position=5&search_layout=stack&type=item&tracking_id=6cb47770-048e-4fdd-891e-5741b8c81089,dji,8999,25,4.9,True,True,True,True,7,2.4,False,True,True,False,False,False,False,False,False,200,False
