,link,brand,price,sales,stars,batteries_included,mini,flight_time,is_fpv,resolution,wifi_freq,wifi,gps,remote_control,portable,helix_protector,autoreturn,full_turn,altitude_retention,dual_camara,distance,follow_func
194,https://articulo.mercadolibre.com.mx/MLM-2292241976-drones-plegables-con-camara-hd-8k-control-remoto-4-baterias-_JM#position=36&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,450,100,4.0,True,True,True,True,8,2.4,True,False,True,True,False,False,False,False,False,200,False
196,https://www.mercadolibre.com.mx/drone-cheerson-cx-10-orange-1-bateria/p/MLM6071143?pdp_filters=category:MLM149102#searchVariation=MLM6071143&position=8&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,cheerson,999,25,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
197,https://articulo.mercadolibre.com.mx/MLM-1540862411-vivitar-phoenix-drone-de-larga-duracion-de-vuelo-drc-lsx10-_JM#position=46&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,vivitar,4050,5,4.0,True,False,True,False,2,10.0,True,True,True,True,False,False,False,False,False,200,False
198,https://articulo.mercadolibre.com.mx/MLM-2425876290-esfera-voladora-magica-rgb-efecto-bumerang-mini-dron-ninos-_JM#position=44&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,239,1,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
199,https://articulo.mercadolibre.com.mx/MLM-1517371444-drone-voyage-aeronautics-va-1000-streams-camara-hd-200-pies-_JM#position=30&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,aeronautics,1549,4,4.0,True,True,True,False,1,2.4,True,True,True,True,False,False,False,False,False,200,False
200,https://articulo.mercadolibre.com.mx/MLM-898124189-bateria-drone-litio-lw-952540-37v-1000-mah-bateria-pila-z-_JM#position=42&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,299,5,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
201,https://articulo.mercadolibre.com.mx/MLM-2024366132-dron-con-camara-dual-de-4k-con-una-tecla-de-retorno-_JM#position=16&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,1633,5,4.0,True,False,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
203,https://www.mercadolibre.com.mx/drone-binden-gd93-pro-con-camara-negro-1-bateria/p/MLM19473813?pdp_filters=category:MLM149102#searchVariation=MLM19473813&position=7&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,binden,3999,100,3.5,True,True,True,False,6,2.4,True,True,True,False,False,True,False,False,False,200,False
204,https://www.mercadolibre.com.mx/drone-visuo-xs816-con-camara-4k-wifi-fpv-optical-flow-color-negro/p/MLM25578155?pdp_filters=category:MLM149102#searchVariation=MLM25578155&position=11&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,visuo,1555,100,4.0,True,False,True,True,1,2.4,True,True,True,True,True,True,True,True,True,200,True
205,https://www.mercadolibre.com.mx/drone-dji-mavic-3-classic-con-camara-51k-gris-1-bateria/p/MLM21090961?pdp_filters=category:MLM149102#searchVariation=MLM21090961&position=2&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,dji,33154,25,5.0,True,False,True,False,5,2.4,True,True,True,True,False,True,False,False,False,200,False
206,https://articulo.mercadolibre.com.mx/MLM-1537947466-s6s-drone-con-gps-camara-4k-hd-motor-sin-escobilla-2-pilas-_JM#position=29&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,falpro,1550,100,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
207,https://articulo.mercadolibre.com.mx/MLM-889287635-mini-drone-pelota-voladora-con-luces-led-y-sensor-balon-_JM#position=27&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,ximka,116,25,3.6,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
208,https://articulo.mercadolibre.com.mx/MLM-1517760545-mini-drone-economico-con-doble-camara-4k-nuevo-blanco-negro-_JM#position=31&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,765,5,4.0,True,True,True,False,4,2.4,False,False,True,True,False,False,False,False,False,200,False
209,https://www.mercadolibre.com.mx/drone-l900-gps-4k-camaras-duales-profesional-fpv-3-baterias-color-naranja/p/MLM23936761?pdp_filters=category:MLM149102#searchVariation=MLM23936761&position=4&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,drone,4257,100,3.7,True,True,True,True,4,5.0,True,True,True,True,False,False,False,False,False,200,False
210,https://articulo.mercadolibre.com.mx/MLM-663586597-drone-syma-drone-x5c-1-camara-hd-2-mega-fotos-video-_JM#position=43&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,syma,2165,4,4.0,True,True,True,False,2,2.4,False,False,True,False,True,False,True,True,False,150,False
212,https://articulo.mercadolibre.com.mx/MLM-1527681844-dron-cuadricoptero-app-control-remoto-camara-dual-3-pilas-_JM#position=47&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,960,100,4.1,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
213,https://articulo.mercadolibre.com.mx/MLM-1927891789-drone-mini-camara-1080p-control-remoto-wifi-luz-led-_JM#position=32&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,517,5,4.0,True,True,True,False,4,5.0,True,False,True,True,False,False,False,False,False,200,False
214,https://articulo.mercadolibre.com.mx/MLM-1640752737-dron-cuadricoptero-app-control-remoto-camara-dual-3-pilas-_JM#position=38&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,1216,5,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
215,https://articulo.mercadolibre.com.mx/MLM-1316480774-drone-snaptain-sp500-plegable-1080p-hd-camara-gps-fpv-_JM#position=41&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,snaptain,1999,5,4.0,True,False,True,True,3,1.0,True,True,True,True,False,False,False,False,False,200,False
216,https://www.mercadolibre.com.mx/drone-sky-viper-dash-nano-drone-black-y-green-1-bateria/p/MLM15549121?pdp_filters=category:MLM149102#searchVariation=MLM15549121&position=10&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,sky_iper,679,5,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
217,https://articulo.mercadolibre.com.mx/MLM-1438838325-drone-plegable-998-camara-angular-hd-720p-24-ghz-wifi-10m-_JM#position=14&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,circulo,699,5,4.0,True,True,True,False,3,24.0,True,False,True,True,False,False,False,False,False,200,False
218,https://articulo.mercadolibre.com.mx/MLM-1812270702-dji-mini-2-se-fly-more-combo-_JM#position=45&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,dji,12999,50,4.0,True,True,True,True,7,2.4,False,True,True,False,False,False,False,False,False,200,False
219,https://www.mercadolibre.com.mx/mini-drone-hubsan-nano-q4-h111-white-1-bateria/p/MLM8811262?pdp_filters=category:MLM149102#searchVariation=MLM8811262&position=1&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,hubsan,799,50,4.0,True,True,True,False,0,2.4,False,False,True,False,True,False,True,False,False,200,False
220,https://articulo.mercadolibre.com.mx/MLM-796699667-helices-para-drone-holy-stone-hs720-_JM#position=19&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,holy_tone,275,25,5.0,True,True,True,True,4,5.0,True,True,True,True,False,True,False,False,False,6000,True
222,https://articulo.mercadolibre.com.mx/MLM-2296028882-drone-a95-profesional-2-ejes-sin-escobillas-camara-8k-gps-_JM#position=15&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,4299,100,4.0,True,True,True,True,3,5.0,True,True,True,False,False,True,False,False,False,200,True
223,https://articulo.mercadolibre.com.mx/MLM-2254219668-minidron-s2s-con-camara-4k-y-3-baterias-_JM#position=18&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,generic,1468,50,3.6,False,True,True,False,1,2.4,False,False,False,True,False,False,False,False,False,200,False
226,https://articulo.mercadolibre.com.mx/MLM-1475156224-mini-dron-2-hd-camaras-wifi-2-baterias-estabilizador-optico-_JM#position=20&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,zinker,1139,5,4.0,True,True,True,True,2,2.4,True,False,True,False,False,False,False,False,False,200,False
228,https://articulo.mercadolibre.com.mx/MLM-1321065522-visuo-xs816-rc-drone-fpv-quadcopter-4k-2-camaras-2-baterias-_JM#position=33&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,visuo,1303,1000,4.3,True,False,True,True,4,2.4,True,False,True,True,True,True,True,True,True,200,True
230,https://www.mercadolibre.com.mx/drone-furibee-f36-naranja-1-bateria/p/MLM9441735?pdp_filters=category:MLM149102#searchVariation=MLM9441735&position=5&search_layout=stack&type=product&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,furibee,989,5,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
232,https://articulo.mercadolibre.com.mx/MLM-1321130072-visuo-xs816-rc-drone-fpv-quadcopter-4k-2-camaras-2-baterias-_JM#position=25&search_layout=stack&type=item&tracking_id=c1a0137b-7f94-49ac-a05f-811805581c19,visuo,1316,100,4.0,True,False,True,True,4,2.4,True,False,True,True,True,True,True,True,True,200,True
235,https://www.mercadolibre.com.mx/mini-drone-dji-dji-mini-3-pro-fly-more-combo-con-camara-4k-gris-58ghz-3-baterias/p/MLM19123627?pdp_filters=category:MLM149102#searchVariation=MLM19123627&position=13&search_layout=stack&type=product&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,dji,35000,25,4.0,True,True,True,False,4,5.8,True,True,True,True,False,False,False,True,False,200,True
236,https://articulo.mercadolibre.com.mx/MLM-2549805796-4pcs-brushless-propellers-para-u52g-d50-rc-acces-_JM#position=56&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,generic,191,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
237,https://articulo.mercadolibre.com.mx/MLM-1883040525-mini-drone-4k-dual-camara-plegable-para-ninos-principiantes-_JM#position=21&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,itaita,529,5,4.3,True,True,True,True,4,2.4,True,True,True,True,False,False,False,False,True,200,False
239,https://articulo.mercadolibre.com.mx/MLM-1946302155-dron-con-dual-camara-profesional-4k-control-remoto-2-pilas-_JM#position=40&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,x_mvnlei,3899,1,4.0,True,True,True,True,4,5.0,True,True,True,True,False,False,False,False,True,200,False
240,https://articulo.mercadolibre.com.mx/MLM-1676197032-drone-profesional-sjrc-f22s-4k-pro-gps-35min-y-35km-_JM#position=22&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,sjrc,8999,2,4.0,True,False,True,False,4,2.4,False,True,True,False,False,False,False,False,False,200,False
241,https://articulo.mercadolibre.com.mx/MLM-1877993195-dji-avata-explorer-combo-_JM#position=23&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,dji,26999,5,5.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
248,https://www.mercadolibre.com.mx/drone-broadream-s9w-con-camara-hd-red-1-bateria/p/MLM15028006?pdp_filters=category:MLM149102#searchVariation=MLM15028006&position=6&search_layout=stack&type=product&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,broadream,949,500,3.2,True,True,True,False,2,2.4,False,False,True,False,False,False,False,False,False,200,False
250,https://articulo.mercadolibre.com.mx/MLM-1649172678-mini-drone-2-en-1-moto-rc-para-principiantes-color-verde-_JM#position=49&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,generic,807,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
251,https://articulo.mercadolibre.com.mx/MLM-1946681043-helicoptero-cuadricoptero-led-cx-10-mini-drone-24g-de-6-eje-_JM#position=45&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,generic,520,1,4.0,True,True,True,False,0,2.0,False,False,True,True,False,False,False,False,False,200,False
253,https://articulo.mercadolibre.com.mx/MLM-2264121418-dron-con-wifi-camara-720p-hd-videos-1280x720-imagen-a-40mts-_JM#position=41&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,starx,1499,2,4.0,True,True,True,False,2,1200.0,True,True,True,False,False,False,False,False,False,200,False
254,https://articulo.mercadolibre.com.mx/MLM-821259690-insek-drone-eliminalo-intenta-derribar-un-target-movil-_JM#position=29&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,fotorama,189,5,4.0,True,True,True,False,0,100.0,False,False,False,False,False,False,False,False,False,200,False
255,https://www.mercadolibre.com.mx/drone-broadream-s9w-con-camara-hd-blue-1-bateria/p/MLM15028007?pdp_filters=category:MLM149102#searchVariation=MLM15028007&position=3&search_layout=stack&type=product&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,broadream,949,500,3.2,True,True,True,False,2,2.4,False,False,True,False,False,False,False,False,False,200,False
256,https://articulo.mercadolibre.com.mx/MLM-1451009630-drone-k3-pro-rc-infrarrojos-prevencion-de-obstaculos-altitud-_JM#position=33&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,pro_,1599,5,4.0,True,True,True,True,4,2.4,True,False,True,False,False,False,False,False,False,200,False
260,https://www.mercadolibre.com.mx/dron-premium-con-camara-video-hd-ascend/p/MLM22769447?pdp_filters=category:MLM149102#searchVariation=MLM22769447&position=7&search_layout=stack&type=product&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,ascend,2245,5,4.0,True,False,True,False,1,2.4,True,False,True,True,False,False,False,False,False,200,False
262,https://articulo.mercadolibre.com.mx/MLM-1927785081-camara-4k-baterias-60-minutos-tiempo-de-vuelo-e58-drone-_JM#position=46&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,generic,613,1,4.0,True,False,True,False,4,2.0,True,False,True,True,False,False,False,False,False,100,False
263,https://articulo.mercadolibre.com.mx/MLM-1388563447-mini-dron-snaptain-a10-plegable-con-camara-hd-720p-fpv-wifi-_JM#position=26&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,snaptain,2219,5,4.0,False,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
265,https://www.mercadolibre.com.mx/mini-drone-jjrc-h36-gray-1-bateria/p/MLM9918150?pdp_filters=category:MLM149102#searchVariation=MLM9918150&position=12&search_layout=stack&type=product&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,jjrc,820,100,4.0,True,True,True,False,0,2.4,False,False,True,False,True,True,True,False,False,200,False
266,https://articulo.mercadolibre.com.mx/MLM-765258677-dron-star-wars-_JM#position=27&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,propel,3500,2,4.0,True,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
268,https://articulo.mercadolibre.com.mx/MLM-2204430790-dron-g6-8k-5g-profesional-hd-rc-distancia-5000m-_JM#position=32&search_layout=stack&type=item&tracking_id=0b4aea09-f75f-4c0c-93ab-be9925b9190c,hdrc,600,3,4.0,True,True,True,True,3,2.4,True,True,True,True,True,False,False,True,True,600,False
269,https://articulo.mercadolibre.com.mx/MLM-2286715334-mini-pro-drone-e99-pro-con-1-camara-hd-y-1-bateria-_JM#position=16&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,general,459,2,4.0,False,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
271,https://articulo.mercadolibre.com.mx/MLM-1937936161-cheerson-cx-10-cx10-mini-24-g-4-canales-6-ejes-led-6-canale-_JM#position=34&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,612,2,4.0,False,True,True,False,1,2.4,False,False,True,False,False,False,False,False,False,200,False
274,https://articulo.mercadolibre.com.mx/MLM-1853380551-fimi-dron-x8-se-2022-v2-4k-camara-de-3-ejes-cardan-_JM#position=47&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,11251,1,4.0,False,False,True,False,4,2.4,False,True,True,False,False,False,False,False,False,200,False
277,https://articulo.mercadolibre.com.mx/MLM-2548944196-drone-para-evitar-obstaculos-de-8-km-bateria-de-larga-durac-_JM#position=27&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,1089,1,4.0,False,True,True,True,4,2.4,True,True,True,False,False,False,False,False,False,200,False
278,https://articulo.mercadolibre.com.mx/MLM-2211532678-mini-dron-profesional-barato-para-ninos-con-camara-_JM#position=41&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,639,1,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
279,https://articulo.mercadolibre.com.mx/MLM-1471968350-minidron-para-ninos-o-principiantes-con-luz-led4-colores-_JM#position=14&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,toytanlife,1890,1,4.0,True,True,True,False,0,2.4,False,False,True,False,False,False,False,False,False,200,False
283,https://articulo.mercadolibre.com.mx/MLM-1919448757-quadcopter-teledirigido-interior-de-los-720p-1-bateria-_JM#position=30&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,590,3,4.0,False,True,True,True,1,2.4,True,False,True,True,False,False,False,False,False,100,False
285,https://articulo.mercadolibre.com.mx/MLM-1933926513-d-mini-drones-espias-camara-4k-hd-baratos-3-baterias-_JM#position=53&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,721,1,4.0,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
288,https://articulo.mercadolibre.com.mx/MLM-2542785420-tren-de-aterrizaje-para-dji-air-3-kit-extendido-plegable-d-_JM#position=8&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,startrc,1332,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
290,https://www.mercadolibre.com.mx/drone-dji-dji-phantom-4-pro-v20-11udh39r710318-v2-con-camara-c4k-blanco-1-bateria/p/MLM14159991?pdp_filters=category:MLM149102#searchVariation=MLM14159991&position=3&search_layout=stack&type=product&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,dji,112669,50,4.0,True,True,True,False,4,2.4,False,True,True,False,False,True,False,True,False,200,True
292,https://articulo.mercadolibre.com.mx/MLM-2211316816-mini-drone-s85-pro-con-camara-hd-y-estuche-2-baterias-_JM#position=28&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,681,1,4.0,False,True,True,True,4,2.4,True,False,True,False,False,False,False,False,False,200,False
293,https://articulo.mercadolibre.com.mx/MLM-1936346543-dron-profesional-4k-con-luces-led-y-2-baterias-_JM#position=31&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,light_oo,494,3,4.0,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,30000,False
294,https://articulo.mercadolibre.com.mx/MLM-1629685402-avion-rc-plane-aero-jet-drone-de-control-remoto-avion-24g-_JM#position=56&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,876,1,4.0,True,True,True,False,0,0.0,False,False,True,False,False,False,False,False,False,18000,False
296,https://articulo.mercadolibre.com.mx/MLM-2311104444-contixo-dron-gps-f35-con-camara-4k-uhd-de-2-ejes-cardan-aut-_JM#position=39&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,13200,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
301,https://articulo.mercadolibre.com.mx/MLM-2312095278-iflight-crystal-hd-parche-y-antena-stubby-set-para-dj10040-_JM#position=46&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,2527,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
302,https://articulo.mercadolibre.com.mx/MLM-1443263994-hrb-6s-5000-mah-222-v-50c100c-rc-lipo-bateria-con-ec5-plug-p-_JM#position=15&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,hrb,2799,2,4.0,True,True,True,False,0,10.0,False,False,False,False,False,False,False,False,False,200,False
304,https://articulo.mercadolibre.com.mx/MLM-1923247565-dron-de-control-remoto-k6-aerial-4k-hd-obstaculo-de-cuatro-v-_JM#position=26&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,759,3,4.0,True,False,True,False,0,1.0,True,False,True,True,False,False,False,False,False,200,False
305,https://articulo.mercadolibre.com.mx/MLM-1884592703-mini-drone-control-remoto-720p-hd-camara-fpv-2-pilas-regalo-_JM#position=50&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,466,100,4.8,True,True,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
306,https://articulo.mercadolibre.com.mx/MLM-1906358041-mini-dron-profesional-s1622c-bk3-con-camara-_JM#position=43&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,falpro,767,1,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
309,https://articulo.mercadolibre.com.mx/MLM-1869889409-mini-drone-con-camara-evitar-obstaculos-4k-gps-wifi-3-_JM#position=32&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,1385,2,4.0,False,True,True,True,4,2.4,True,True,True,True,False,False,False,False,False,200,False
311,https://articulo.mercadolibre.com.mx/MLM-1939052269-6-baterias-de-drones-de-1800-mah-son-adecuadas-para-e88-e99-_JM#position=22&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,351,2,4.0,False,True,True,False,1,2.4,False,False,True,True,False,False,False,False,False,200,False
313,https://articulo.mercadolibre.com.mx/MLM-1925951185-drones-aereos-terrestres-acuaticos-y-sumergibles-pilotados-_JM#position=45&search_layout=stack&type=item&tracking_id=0a9e835e-a0d8-4010-917d-a84eb0a23340,generic,538,1,4.0,True,True,True,True,0,1.0,False,False,True,False,False,False,False,False,False,200,False
316,https://articulo.mercadolibre.com.mx/MLM-1894516564-m10-ultra-drone-4k-camara-profesional-5km-distancia-de-800m-_JM#position=17&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,7614,1,4.0,False,False,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
318,https://articulo.mercadolibre.com.mx/MLM-943129218-camara-e99-fpv-mini-drone-720p-hd-_JM#position=54&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,uav,715,2,4.0,True,False,True,True,2,2.4,True,False,True,True,False,False,False,False,False,200,False
319,https://articulo.mercadolibre.com.mx/MLM-1699718110-mini-drone-4k-dual-camera-e99-pro2-professional-_JM#position=5&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,light_moo,513,50,3.6,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,True,200,False
320,https://articulo.mercadolibre.com.mx/MLM-1916763579-mini-dron-profesional-barato-con-camara-de-dron-multicamara-_JM#position=4&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,645,4,4.0,False,True,True,False,2,2.4,True,False,False,True,False,False,False,False,False,200,False
322,https://articulo.mercadolibre.com.mx/MLM-2271686852-mini-drone-4k-hd-doble-camaras-rc-recargable-con-3-baterias-_JM#position=31&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,sovob,879,1,4.0,True,True,True,False,4,2.0,True,False,True,False,False,False,False,False,False,200,False
324,https://articulo.mercadolibre.com.mx/MLM-2446971012-lista-alta-de-4k-de-drones-plegables-de-cuatro-ejes-s89-_JM#position=49&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,773,1,4.0,True,True,True,True,4,2.4,True,False,True,True,False,False,False,False,False,200,False
326,https://articulo.mercadolibre.com.mx/MLM-1899900952-dron-profesional-pequeno-con-camara-4k-2-baterias-_JM#position=16&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,773,2,4.0,True,True,True,True,4,2.0,True,False,True,False,False,False,False,False,False,200,False
327,https://articulo.mercadolibre.com.mx/MLM-2442277474-dron-de-retorno-con-un-solo-boton-esc-6k-_JM#position=43&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,goakichgo,844,1,4.0,False,True,True,False,0,2.4,False,False,False,False,False,False,False,False,False,200,False
330,https://articulo.mercadolibre.com.mx/MLM-1861461682-8k-profesional-ultra-hd-drone-wifi-camara-dual-drone-_JM#position=38&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,765,3,4.0,True,True,True,True,6,5.0,True,False,True,False,False,False,False,False,True,200,False
331,https://articulo.mercadolibre.com.mx/MLM-1923576777-mini-dron-lf606-rc-360-grados-rollover-24-g-velocidad-_JM#position=25&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,461,1,4.0,True,True,True,False,0,2.4,False,False,True,True,False,False,False,False,False,200,False
332,https://articulo.mercadolibre.com.mx/MLM-2241792278-dron-mecanico-m1-pro-2-4k-hd-con-camara-cardan-de-2-ejes-_JM#position=56&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,3643,1,4.0,False,True,True,False,1,2.4,True,True,False,False,False,False,False,False,False,200,False
333,https://articulo.mercadolibre.com.mx/MLM-2386924988-correa-de-reloj-de-goma-ga-2100-ga-2110-modificada-apta-para-_JM#position=44&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,379,1,4.0,True,True,True,True,2,4.0,True,False,True,False,False,False,False,False,False,200,False
338,https://articulo.mercadolibre.com.mx/MLM-1475616446-drone-4k-camara-dual-p40-de-larga-duracion-con-bateria-2022-_JM#position=52&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,1191,2,4.0,False,True,True,True,4,2.4,True,False,True,False,False,False,False,False,True,200,False
