,Price,Sales,Stars,Marca,Modelo,Unidades por pack,Cantidad de baterías incluidas,Es mini,Tiempo máximo de vuelo,Es FPV,Resolución máxima de la cámara,Con cámara,Frecuencia de funcionamiento del Wi-Fi,Con Wi-Fi,Con GPS,Con control remoto,Page,Línea,Versión,Color,Tipos de drone,Es plegable,Fabricante,Modelo alfanumérico,Ambientes de uso,Con protector de hélices,Con función de auto retorno,Con giro 360,Con retención de altitud,Temperatura mínima de funcionamiento - Temperatura máxima de funcionamiento,Accesorios incluidos,Con cámara dual,Zoom de la cámara,Velocidad máxima,Resistencia al viento,Máxima distancia de vuelo,Máxima altura de vuelo,Cantidad de motores,Duración de la batería,Con función de seguimiento,Es controlado por smartphone,Con modo sin cabeza,Edad mínima recomendada,Duración del producto,Plazo de repuestos o servicio técnico,Tamaño de la pantalla del control remoto,Con control remoto táctil,Es kit,Usos recomendados,Homologación Anatel Nº
337,476,3,0.0,Generic,Devoluciones Electrónicas Palets,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2215325992-articulo-restante-caja-devolucion-electronicas-sk01-_JM#position=51&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"1,191",2,0.0,Genérica,Others,,,Sí,15 m,Sí,4K,Sí,,Sí,,Sí,https://articulo.mercadolibre.com.mx/MLM-1475616446-drone-4k-camara-dual-p40-de-larga-duracion-con-bateria-2022-_JM#position=52&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,32243381,,,Aéreo,,OTHERS,,As description,,,,,,As description,Sí,,,,,,,,,,,1 años,,,,,,As description,
339,197,4,0.0,Other,Repuestos para drones,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1952460781-piezas-de-repuesto-para-drones-abs-e88-pro-brazomotorcirc-_JM#position=18&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,As described,As described,,,Sí,Baoblaze,As described,,,,,,,As described,,,,,,,,,,,,,,,,,,As described,
340,462,1,0.0,Generic,Cuadricóptero RC,1.0,,No,6 m,,As described,No,,No,,No,https://articulo.mercadolibre.com.mx/MLM-1945474309-para-jjrc-h36f-rc-drone-barco-coche-6-ejes-land-water-ai-_JM#position=26&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,As described,As described,,"Aéreo,Acuático,Terrestre",No,Shiwaki,As described,Interior/Exterior,Sí,No,No,No,,As described,No,,,,,,4.0,,No,,No,5 años,,,,,No,As described,
341,616,1,0.0,Generic,Drones,,,Sí,,,,,,Sí,,,https://articulo.mercadolibre.com.mx/MLM-1874383509-mini-drone-professional-4k-ninos2-baterias-_JM#position=28&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"16,083",1,0.0,Generic,Cuadricóptero profesional,,,No,,,,Sí,,,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1897491405-fimi-dron-x8se-2022-v2-camara-de-3-ejes10km-con-megafono-_JM#position=15&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,456,2,0.0,Generic,Generic,1.0,2.0,Sí,2 h,Sí,4K,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1944980403-box-mystery-surprise-box-video-tablets-u-u-_JM#position=7&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,1,,Terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
344,488,2,0.0,Generic,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1907278669-caja-misteriosa-de-electronica-lucky-box-x3-_JM#position=48&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,457,5,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1915983683-devoluciones-no-recogidas-caja-sorpresa-electronicos-g6-_JM#position=55&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,701,1,0.0,Generic,DH-120 Mini Drone 4K HD Wifi FPV Luggage Shape Remote Control Drone With Camera,,,,,Sí,,,,Sí,,Sí,https://articulo.mercadolibre.com.mx/MLM-2224019020-dron-de-control-remoto-v-hd-wifi-fpv-con-forma-de-equipaje-c-_JM#position=14&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,923,1,0.0,Generic,S150,1.0,2.0,Sí,18 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1926534467-camara-de-dron-profesional-4k-con-motores-sin-escobillas-con-_JM#position=11&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,"Motor sem escova, câmera dupla 4K, cabeça para evitar obstáculos",versão de 2 baterias,,"Aerial,evitación de obstáculos de cuatro lados,posicionamiento de flujo óptico,motor sin escobillas,cámara dual",Sí,,,,,,,,,,,,,,,,,,,,,,6 meses,,,,,,
348,410,25,2.5,General,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1701270540-caja-de-suerte-electronica-mystery-box-_JM#position=39&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,533,5,0.0,Generic,MXROR071118,1.0,1.0,Sí,,No,0,No,2 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1895363113-cx-10-mini-drone-24g-6-axis-led-quadcopter-helicoptero-bri-_JM#position=23&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,Vela,2.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,675,2,0.0,Qianailian,dragon con camara 4k,,3.0,Sí,25 m,Sí,4K,Sí,2 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1947755637-portatil-plegable-4k-dron-con-camara-dron-2022-_JM#position=45&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,0,3.0,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"1,129",1,0.0,Generic,"Drones, vehículos aéreos",,,,,,,Sí,,Sí,,,https://articulo.mercadolibre.com.mx/MLM-1942543895-dron-k10-max-de-fibra-de-carbono-8k-hd-con-tres-camaras-_JM#position=8&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,453,2,0.0,Generic,Generic,1.0,1.0,No,1 h,No,SD,No,1 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1944980395-caja-electronica-misteriosa-todo-es-posible-x2-u-_JM#position=6&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
353,458,1,0.0,Generic,Generic,1.0,2.0,Sí,2 h,Sí,4K,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1945001915-box-mystery-surprise-box-video-y-tabletas-u-u-_JM#position=50&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,generic,1,,Terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
354,412,5,0.0,Generic,E881C,1.0,2.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1841539517-drone-mini-camara-1080p-estuche-control-remoto-wifi-luz-led-_JM#position=53&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,"drones,drone,drone fpv,drone com gps,drone com camera,drone gps,drone,drone camera,drone pro",2.0,Negro,e88,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,462,5,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2318264752-devoluciones-no-recogidas-caja-sorpresa-electronicos-z9-_JM#position=33&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,493,1,0.0,Generic,Others,,1.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1900038779-mini-drone-4k-dual-camera-e99-pro2-professional-_JM#position=21&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,Others,Air,,Aéreo,Sí,,E99 Pro2,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
357,434,5,0.0,General,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1887315688-caja-ciega-numero-misterioso-lucky-x3-_JM#position=37&search_layout=stack&type=item&tracking_id=0071bb93-c398-4321-8331-1e2385c33bba,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,543,2,0.0,Light Moo,Drone,1.0,3.0,Sí,0.1 h,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2200633536-dron-profesional-e88-pro-de-24-ghz-con-camara-hd-3-bateria-_JM#position=6&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Drone E88 Pro,E88,,Aéreo,Sí,660884059391,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,862,3,0.0,HANCELANT,XT9,1.0,3.0,Sí,15 m,No,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1915268866-dron-cuadricoptero-xt9-a-control-remoto-ccamara-4k-hd-_JM#position=52&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,4k,3 Battery,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,471,5,0.0,Generic,Devoluciones Electrónicas Palets,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2217165936-articulo-restante-caja-devolucion-electronicas-hk28-_JM#position=50&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,450,5,3.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1871415347-cajas-misteriosas-dronestabletas-etc-caja-la-sorpresa-_JM#position=29&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,"4,358",1,0.0,Generic,"drones profesionales,drones profesionales,",,1.0,No,12 m,No,4K,No,2 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1857125755-sg108-pro-sg108-drone-4k-dual-hd-2-axis-gimbal-camara-_JM#position=8&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,R16,4 channels,,"dobrar,mini",,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
363,443,2,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1915996191-devoluciones-no-recogidas-caja-sorpresa-electronicos-x0-_JM#position=42&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,506,3,0.0,Generic,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2271082608-caja-misteriosa-sorpresa-sorpresa-caja-sorpresa-regalo-serie-_JM#position=24&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,460,2,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2318337022-devoluciones-no-recogidas-caja-sorpresa-electronicos-k8-_JM#position=47&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,738,1,0.0,Generic,Generic,1.0,,Sí,20 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1895862293-dron-xkrcxt61c-bk2-con-desvio-de-obstaculos-2-baterias-_JM#position=13&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,"Evasión inteligente de obstáculos, luces de colores, dron láser",2 baterías de drones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,576,5,0.0,General,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1905157669-caja-misteriosa-sorpresa-sorpresa-caja-sorpresa-regalo-serie-_JM#position=37&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,436,1,0.0,Generic,Generic,1.0,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1945003959-caja-de-sorpresa-misteriosa-electronica-variada-_JM#position=31&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
369,437,5,0.0,Generic,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2271082600-caja-ciega-numero-misterioso-x3-_JM#position=25&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,360,2,0.0,Generic,2 colored led lithium batteries,1.0,2.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1927284403-watch-bracelet-compatible-with-rolex-watch-accessories-band-_JM#position=40&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Color box + storage bag 2 lithium batteries,3,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,350,5,5.0,Generic,002,,,Sí,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1913312177-bateria-lazhu-mini-uav-e88-pro-6-piezas-_JM#position=39&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,09274815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"6,947",50,4.5,Holy Stone,HS110D,2.0,2.0,,10 m,,Full HD,Sí,,Sí,,Sí,https://www.mercadolibre.com.mx/drone-holy-stone-beginner-hs110d-con-camara-fullhd-negro-x-2-unidades-2-baterias/p/MLM17805823?pdp_filters=category:MLM149102#searchVariation=MLM17805823&position=4&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Beginner,,Negro,Aéreo,,,,,Sí,No,Sí,Sí,0 °C - 40 °C,"6 tornillos, 4 hélices, 6 protectores de hélice, 1 cable USB, 1 cámara, 2 apoyos de aterrizaje, 2 cubiertas para lámparas, 1 destornillador, 4 engranajes de motor, 1 soporte para celular, 1 manual",No,,,,,120 m,4.0,,No,,Sí,14 años,,,,,,,
373,437,2,0.0,Generic,paletas de devolución de artículos en liquidación,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2308963470-paletas-de-devolucion-de-articulos-en-liquidacion-_JM#position=36&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,921,1,0.0,Generic,1106073 STARTRC DJI Tello dedicated wireless joystick handle with mobile phone holder,,2.0,Sí,13 m,No,4K,Sí,2 GHz,Sí,No,No,https://articulo.mercadolibre.com.mx/MLM-2098703468-transmisor-inalambrico-startrc-de-control-remoto-de-24-g-pa-_JM#position=33&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Tello,1,,Aéreo,,Ryze,,,Sí,,Sí,Sí,0 °C - 40 °C,"4 pairs of propellers,1 x Propeller Protector,1 x Propeller Removal Tool,1 micro-USB cable",No,,28.8 km/h,,100 m,,4.0,,,,,,,,,,,,
375,498,2,0.0,Generic,Generic,1.0,1.0,No,1 h,No,SD,No,1 GHz,Sí,No,No,https://articulo.mercadolibre.com.mx/MLM-2531245120-misteriosa-caja-sorpresa-nivel-bronce-u-u-_JM#position=17&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
376,"1,259",1,0.0,Generic,KSX3566*2+KSX3567*2+KSX3847+KS00792*4,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2384367210-motor-2205-sin-escobillas-esc-30a-2300kv-con-para-5045-_JM#position=27&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,354,1,0.0,Generic,002,,,Sí,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1930411819-bateria-lazhu-mini-uav-e88-pro-6-piezas-_JM#position=16&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,09274815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"3,245",3,0.0,LYZRC,L800 Pro,,3.0,Sí,25 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1307008572-drone-de-camara-dual-hd-profesional-l800pro-_JM#position=7&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,None,L800Pro,,Aéreo,Sí,,,"Indoor,Outdoor",,Sí,,,,"1 USB cable,1 screwdriver,2 propellers,1 manual",Sí,,,,1200 m,120 m,4.0,,Sí,Sí,,,,,,,,,
379,"2,271",5,0.0,LS,XT 6,1.0,1.0,Sí,15 m,,4K,Sí,,Sí,No,Sí,https://www.mercadolibre.com.mx/helicoptero-rc-mini-drone-ls-xt6-camara-4k-estuche-viajero/p/MLM21287502?pdp_filters=category:MLM149102#searchVariation=MLM21287502&position=3&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Quadcopter,4K,Negro,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
380,427,5,0.0,Generic,Generic,,0.0,Sí,0 h,No,4K,Sí,0 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1714950568-cajas-sorpresa-telefonos-inteligentes-electronica-cajas-sorp-_JM#position=46&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,generic,0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,452,5,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2318264754-devoluciones-no-recogidas-caja-sorpresa-electronicos-s3-_JM#position=49&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,458,5,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2318264746-devoluciones-no-recogidas-caja-sorpresa-electronicos-v1-_JM#position=15&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,420,1,0.0,General,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1949322763-caja-misteriosa-de-electronica-lucky-box-x3-_JM#position=23&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,477,2,0.0,Generic,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2271071160-caja-sorpresa-de-electronica-misteriosa-de-3-piezas-_JM#position=35&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"3,211",1,0.0,Generic,OEM,,,,,Sí,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2290883854-happymodel-crux35-elrs-rc-fpv-_JM#position=11&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,439,100,2.7,Generic,Devoluciones Electrónicas Palets,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1871426971-articulo-restante-caja-devolucion-devoluciones-electronicas-_JM#position=45&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,975,3,0.0,General,helicóptero no tripulado,1.0,1.0,Sí,1 h,Sí,4K,Sí,1 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2270672418-4k-osprey-tierra-aire-doble-modo-avion-helicoptero-_JM#position=28&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,USB,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,100 años,1 meses,,,,,
388,"7,499",50,4.0,Binden,B16 Pro,1.0,,No,28 m,,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-952473543-drone-profesional-binden-b16-pro-camara-4k-28-min-de-vuelo-_JM#position=55&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,Drones,,Negro,Aéreo,Sí,,MJX-B16P,,,No,,Sí,5 °C - 40 °C,"4 hélices,1 cable,1 destornillador,1 manual",No,,40 km/h,,600 m,120 m,4.0,,Sí,,,,,,,,,,
389,949,100,3.2,Broadream,S9W,1.0,1.0,,,,HD,Sí,,,No,Sí,https://www.mercadolibre.com.mx/drone-broadream-s9w-con-camara-hd-white-1-bateria/p/MLM15028008?pdp_filters=category:MLM149102#searchVariation=MLM15028008&position=5&search_layout=stack&type=product&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,White,Aéreo,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
390,400,4,0.0,Other,hoja de fibra de carbono,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1571718074-modelo-de-avion-rc-hoja-de-tablero-de-5-mm-100x250-mm-5-mm-_JM#position=44&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,As described,As described,5mm,,,Shiwaki,As described,,,,,,,As described,,,,,,,,,,,,,,,,,,As described,
391,490,5,0.0,Generic,caja sorpresacajas misteriosas sorpresa,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1883996725-cajas-misteriosas-dronestabletas-etc-caja-la-sorpresa-xd-_JM#position=34&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,419,5,0.0,Generic,Mystery Box,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-1907240835-caja-misteriosa-caja-electronica-misteriosa-_JM#position=38&search_layout=stack&type=item&tracking_id=70507ddd-e3ab-4ccb-8bf3-0253a0b4781c,49276533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,896,3,0.0,Dron control remoto con camara,Drone k3,1.0,3.0,Sí,25 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1904650231-mini-dron-control-remoto-camara-dual-3-pilas-cuadricoptero-_JM#position=11&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,Drones para niños con 3 pilas,2.0,,,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
394,115,5,0.0,Toys,FXQ888A,1.0,1.0,Sí,15 m,,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1771353257-mini-drone-esfera-voladora-con-luces-led-y-sensor-manual-_JM#position=55&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,Induccion Crystal Ball,Induccion Crystal Ball,,"Induccion,Infrarojo,Manual,Mini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,482,500,0.0,LSRC,S654K1C-BK2,1.0,2.0,Sí,10 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1308408161-mini-drones-con-camara-4k-baratos-2-baterias-_JM#position=25&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,"drones profesionales,mini dron,dron con camara,drones profesionales baratos,mini dron fpv,mini drones espias",2,,"Aerial,drones profesionales,mini dron,dron con camara,drones profesionales baratos,mini dron fpv,mini drones espias",Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,
396,558,4,0.0,General,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1925890277-dron-profesional-4k-con-luces-led-y-2-baterias-_JM#position=53&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,49276533,2.0,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,391,5,0.0,Generic,Mystery Box,1.0,2.0,Sí,12 h,Sí,HD,Sí,50 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1887607655-caja-misteriosa-caja-electronica-afortunada-_JM#position=26&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,49276533,2.0,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,449,2,0.0,Generic,Generic,1.0,1.0,No,1 h,No,SD,No,1 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1945003951-devoluciones-no-recogidas-caja-sorpresa-electronicos-d4-u-_JM#position=33&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,generic,1,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456871415.0
399,"1,097",2,0.0,4DRC,4D-V14,1.0,2.0,No,30 m,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1862385238-dron-cuadricoptero-4drc-v14-wifi-fpv-con-camara-doble-_JM#position=38&search_layout=stack&type=item&tracking_id=9a27eb86-342e-4e69-b588-2c34ae214ab8,Beginner Drone,Wifi Dual Camera,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
