,Price,Sales,Stars,Marca,Modelo,Unidades por pack,Cantidad de baterías incluidas,Es mini,Tiempo máximo de vuelo,Es FPV,Resolución máxima de la cámara,Con cámara,Frecuencia de funcionamiento del Wi-Fi,Con Wi-Fi,Con GPS,Con control remoto,Page,Línea,Versión,Color,Tipos de drone,Es plegable,Fabricante,Modelo alfanumérico,Ambientes de uso,Con protector de hélices,Con función de auto retorno,Con giro 360,Con retención de altitud,Temperatura mínima de funcionamiento - Temperatura máxima de funcionamiento,Accesorios incluidos,Con cámara dual,Zoom de la cámara,Velocidad máxima,Resistencia al viento,Máxima distancia de vuelo,Máxima altura de vuelo,Cantidad de motores,Duración de la batería,Con función de seguimiento,Es controlado por smartphone,Con modo sin cabeza,Edad mínima recomendada,Duración del producto,Plazo de repuestos o servicio técnico,Tamaño de la pantalla del control remoto,Con control remoto táctil,Es kit,Usos recomendados,Homologación Anatel Nº
40,978,5,0.0,Axnen,F196,1.0,2.0,Sí,,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2326381508-axnen-f196-drone-sin-escobillas-con-4k-camara-dual-2baterias-_JM#position=29&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,4k,2 Battery,,Aéreo,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
41,415,1000,4.5,Lostrain,LOSTRAIN,1.0,2.0,Sí,8 m,No,None,No,2.4 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1361324678-mini-drone-para-ninos-principiantes-24ghz-rc-quadcopter-_JM#position=40&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,4 CANALES,LOSTRAIN,,Mini Drone Para Niños Principiantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,200,1000,3.8,Genérica,Generic,1.0,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1890688051-caja-de-sorpresa-misteriosa-electronico-random-_JM#position=31&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,generic,Caja Misteriosa,,Cajamisteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,665,500,4.0,SJRC,XT2,1.0,3.0,Sí,10 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1722706501-drone-a-control-remoto-xt2-wifi-con-camara-4k-hd3-baterias-_JM#position=44&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,4k,3Battery Version,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,569,5,0.0,Genérica,cajas misteriosas caja misteriosa caja misteriosa electronica,1.0,0.0,No,0 h,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-2576062772-paquetes-no-recogidos-devolucione-de-palet-stock-restante-x-_JM#position=53&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,Caja Misteriosa,caja misteriosa amazon caja sorpresa caja sorpresa electronica,,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"8,999",100,0.0,DJI,Spark,1.0,2.0,Sí,16 m,,Full HD,Sí,,Sí,Sí,Sí,https://www.mercadolibre.com.mx/mini-drone-dji-spark-fly-more-combo-con-camara-fullhd-white-2-baterias/p/MLM15050935?pdp_filters=category:MLM149102#searchVariation=MLM15050935&position=18&search_layout=stack&type=product&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,Spark,Fly More Combo,White,Aéreo,Sí,,,,Sí,Sí,,Sí,0 °C - 40 °C,,No,,50 km/h,10 m/s,4000 m,,4.0,,Sí,Sí,,,,,,,,,
46,416,100,0.0,FOPNEW,FOPNEW,1.0,2.0,Sí,,,Full HD,Sí,,,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1884589632-mini-drone-con-camara-hd-2-baterias-y-maletin-de-transporte-_JM#position=39&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,Negro,chica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"2,000",50,4.1,Shilny,SG107 MAX,1.0,3.0,Sí,1.5 h,Sí,8K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2270642416-fpv-mini-dron-gps-profesional-quadcoptercamara8k3-baterias-_JM#position=35&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,Dron profesional,Dron profesional,,"Drones profesionales,Mini drone,Dron gps,dron holy stone 8k",Sí,,,Interior/Exterior,,Sí,,Sí,,"1 control remoto,8 hélices de repuesto,3 cables USB,1 destornillador,1 manual de usuario,1 funda de transporte,1 caja de almacenamiento",,,,,6000 m,300 m,1.0,30 m,Sí,,,,,,,,,,
48,400,500,0.0,Genérica,Generic,1.0,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1890619641-caja-de-sorpresa-misteriosa-electronico-random-_JM#position=45&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,generic,Caja Misteriosa,,CajaMisteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,499,1000,3.6,VIOPY,H3,1.0,2.0,Sí,0.5 h,,8K,Sí,2.4 GHz,,,Sí,https://articulo.mercadolibre.com.mx/MLM-1649198292-mini-dron-recargable-con-8k-camara-doble-y-2-baterias-_JM#position=46&search_layout=stack&type=item&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,666,1000,3.9,DeeRC,D20,1.0,2.0,Sí,10 m,,HD,Sí,,Sí,No,Sí,https://www.mercadolibre.com.mx/mini-drone-deerc-d20-con-camara-hd-plateado-2-baterias/p/MLM16214394?pdp_filters=category:MLM149102#searchVariation=MLM16214394&position=15&search_layout=stack&type=product&tracking_id=bf3dfce2-4775-455b-87fe-55be1960995c,,,Plateado,Aéreo,,,,,Sí,No,Sí,Sí,0 °C - 40 °C,,,,4 m/s,,,,4.0,,No,,,,,,,,,,
51,"6,624",50,4.6,Holy Stone,HS720G,10.0,2.0,No,26 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1503873651-dron-4k-gps-hs720g-drones-con-camara-eis-y-2-baterias-_JM#position=31&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,ML2-HS720G,1.0,,Aéreo,Sí,,,,,Sí,,,0 °C - 40 °C,"1 bag,1 USB cable,4 replacement propellers,1 manual,1 screwdriver",,5 x,,,999 m,,4.0,26 m,Sí,,Sí,,,,,,,,
52,590,2,0.0,SQ,SQ-V8-WRJ-BK,1.0,2.0,Sí,0.2 h,Sí,4k Cámara doble cámara,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2241939498-drone-mini-camara-8k-pixel-wifi-control-remoto-luces-led-_JM#position=42&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Minidrones,4k Cámara doble cámara,,Minidrones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"1,036",100,3.8,Hoshi,HS107,1.0,2.0,No,30 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1441679003-hoshi-hs107-rc-drone-cuadricoptero-4k-hd-2-camara-2-baterias-_JM#position=39&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,0,4k,,Aéreo,Sí,,,,,,,Sí,,"4 propellers,1 USB cable,1 manual,1 screwdriver",Sí,50 x,,,1200 m,,4.0,,Sí,,Sí,,,,,,,,
54,494,100,3.2,Drone,Drone,1.0,3.0,Sí,0.5 h,Sí,8K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1818087807-8k-wifi-mini-drone-con-hd-doble-camara-fpv-3-bateria-_JM#position=16&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Drone,,,Wifi Mini Drone,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,449,25,0.0,Genérica,E525,,,Sí,,No,,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2288090820-e88-rc-drone-con-camara-4k-quadcopter-vuelo-autonomo-_JM#position=50&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,0,4k,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"1,290",100,4.5,Tudrone,K101Max,1.0,2.0,Sí,,No,Full HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1439351867-mini-drone-k101max-sensor-antiobstaculos-2-bat-9funciones-_JM#position=47&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini,max 2 baterias,,"mini drone,drone principante,drone para aprender,drone facil de volar,dron para niño,drone de regalo,dron niño,dron prinicpiante,dron juguete,drone juguete,dron aprender,mini dron",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"2,096",1000,4.3,Axnen,L900 Pro SE HD,1.0,3.0,Sí,20 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1570542703-drone-axnen-l900-pequeno-fpv-con-camara-4k-y-gps-profesional-_JM#position=35&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,3 Battery,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,439,50,2.3,ONE FLOWER,KY603,1.0,4.0,Sí,80 m,Sí,HD,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1792268018-drone-con-camara-hd-quadcopter-4bateria-bolso-de-mano-_JM#position=25&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,1,360,,"Drone,HD Dron,Mini Dron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,426,25,4.0,YIBAI,E88\E525,1.0,,Sí,150 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1795475499-mini-drones-con-camara-4k-baratos-e525e88-pro-bateria-_JM#position=21&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,E88\E525,,E88\E525,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"2,985",5,0.0,General,GD93 Pro,1.0,2.0,Sí,28 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1647020627-camara-dual-hd-dual-con-gps-gd93pro-dron-de-cuatro-ejes-_JM?searchVariation=175881611192#searchVariation=175881611192&position=43&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,1,universalize,,Aéreo,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
61,"1,374",50,0.0,VAK,VD-1811,1.0,,Sí,20 m,,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-684236291-drone-vak-1811-reconocimiento-optico-gestos-2-camaras-wifi-_JM#position=49&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,VAK,,,Aéreo,Sí,,,,,Sí,Sí,Sí,,,,,,,100 m,,4.0,,,,,5 años,,,,,,,
62,414,100,3.7,Mini Drone,Mini Drone,1.0,3.0,Sí,,Sí,4K drone,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1745518051-4k-wifi-mini-drone-con-hd-doble-camara-fpv-3-bateria-_JM#position=15&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini Drone,4K drone,,Aerial,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"33,499",5,0.0,DJI,Avata,1.0,1.0,No,18 m,Sí,4K,Sí,,Sí,Sí,Sí,https://www.mercadolibre.com.mx/drone-dji-avata-fly-smart-combo-con-camara-4k-negro-1-bateria/p/MLM20919881?pdp_filters=category:MLM149102#searchVariation=MLM20919881&position=8&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,Fly smart combo,Negro,Aéreo,,,,,Sí,,,,,"1 par de gafas, 1 diadema para gafas, 3 pares de hélices, 1 adaptador de corriente, 1 protector de cardán, 1 destornillador, 4 tornillos, 1 cable USB-C para gafas, 4 antenas para gafas, 1 batería para gafas, 1 cable USB-C V2 OTG, 1 cable USB-C, 1 cable de tipo C a tipo-C PD, 1 correa",,,,,11.6 km,,4.0,,,,,,,,,,,,
64,89,100,0.0,SD,"mini dron,mini drones,mini drone,precio de drones,dron,drom,dron mini,drones,dron para fumigar,dron fumigador,juguete para niño,drones mini,drones para niños,mini,deones,baterias para drones,drones fumigadores,bateria para dron,mini ovni",1.0,1.0,Sí,10 h,No,0,No,0 GHz,No,No,No,https://articulo.mercadolibre.com.mx/MLM-2160948190-juguete-drones-mini-para-ninos-girar-beyblade-ovni-con-luz-_JM#position=22&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Juguete Drones Mini Para Ninos Girar Beyblade Ovni Con Luz,As Describe,,As Describe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"5,599",50,0.0,DJI,DJI Mini 3 Pro Fly More Kit Plus,,,Sí,,,,,,Sí,Sí,,https://articulo.mercadolibre.com.mx/MLM-2321158632-dji-mini-3-fly-more-kit-plus-_JM#position=32&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini,Fly More Combo,,,,,mini3,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"27,099",5,0.0,DJI,DJI Air 3 Fly More Combo DJI RC-N2,3.0,1.0,Sí,47 h,Sí,48 MP,Sí,,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2546588570-dji-air-3-fly-more-combo-dji-rc-n2-dron-doble-camara-4k-_JM#position=46&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mavic,Fly More Combo,,Aéreo,Sí,DJI,Air 3,,,,,,,,,,,,,,,,,,,,,,7.5 cm,,,,
67,"1,178",5,0.0,Generic,E881C,,2.0,Sí,10 m,Sí,4K,Sí,2 GHz,Sí,No,Sí,https://www.mercadolibre.com.mx/mini-drone-for-ninos-de-camara-de-control-remoto/p/MLM21857128?pdp_filters=category:MLM149102#searchVariation=MLM21857128&position=7&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,"drones,drone,drone fpv,drone com gps,drone com camera,drone gps,drone,drone camera,drone pro",2.0,Negro,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,444,1000,3.3,Genérica,E68,1.0,1.0,Sí,20 m,Sí,4K,Sí,2.4 GHz,Sí,,Sí,https://www.mercadolibre.com.mx/mini-drone-wifi-dual-camara-ajustable-4k-hd-fpv-plegable/p/MLM20591468?pdp_filters=category:MLM149102#searchVariation=MLM20591468&position=6&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Drone,,Negro,Aéreo,Sí,,,,,,,,,,Sí,,,,,,4.0,,,,,,,,,,,,
69,"1,349",100,0.0,qilay,Drone Con Cámara Profesional 8k A Control Remoto Gps 5ghz,1.0,2.0,Sí,,Sí,8K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1639226907-drone-con-camara-profesional-8k-a-control-remoto-gps-5ghz-_JM#position=13&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Drone Con Cámara Profesional 8k A Control Remoto Gps 5ghz,Controller Combo,,Drone Con Cámara Profesional 8k A Control Remoto Gps 5ghz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,449,1000,0.0,ZHIXING,ZHIXING,1.0,2.0,Sí,0.25 h,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2155059462-control-remoto-mini-drones-con-par-camara-4k-2bateria-_JM#position=38&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Minidrones,4k Cámara doble cámara,,drone de filmación,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,546,25,0.0,Generic,"mini drones, mini dron, con camara",1.0,2.0,Sí,15 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1855153137-dron-cuadricoptero-drone-xt9-app-control-remoto-camara-4k-hd-_JM#position=24&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,"drones,drone,drone camera,drone pro, mini drones, mini dron, con camara",3 Battery,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,820,100,0.0,Eachine,E010,1.0,1.0,Sí,5 m,,,No,,,,Sí,https://www.mercadolibre.com.mx/mini-drone-eachine-e010-rojo-1-bateria/p/MLM9663992?pdp_filters=category:MLM149102#searchVariation=MLM9663992&position=3&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,,Rojo,Aéreo,,,,,Sí,Sí,Sí,,,"1 cable USB, 1 manual, 4 hélices",,,,,30 m,,4.0,,,,Sí,,,,,,,,
73,842,3,0.0,3DR,KY603,1.0,2.0,Sí,100 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1926310163-drone-con-camara-dual-drone-4k-evasion-de-obstaculos-_JM#position=14&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,1.0,,UAV cuadricóptero de 4 vías para evitar obstáculos,Sí,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
74,"1,200",100,0.0,Genérica,Generic,1.0,,No,,No,Caja Misteriosa,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1507670908-caja-de-sorpresa-misteriosa-electronico-_JM#position=48&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,generic,Caja Misteriosa,,Caja Misteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,366,25,2.5,YOULIQI,"cajas misteriosas, caja misteriosa,caja misteriosa amazon,caja sorpresa electronica",,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1934446973-devoluciones-no-recogidas-caja-sorpresa-misteriosa-gold-yp3-_JM#position=28&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,YOULIQI,Drones,,cajas misteriosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"3,963",5,0.0,Holy Stone,ML-HS510,1.0,2.0,No,16 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-859482355-holy-stone-dron-gps-hs510-con-camara-4k-funcion-sigueme-_JM#position=54&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Holy Stone,1.0,,"Aerial,GPS,FPV,Foldable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"7,863",100,4.2,SJRC,F22S 4K PRO,1.0,2.0,No,35 m,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1912735138-dron-profesional-sjrc-f22s-4k-pro-gps-35min-con-2-baterias-_JM#position=37&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,3.5KM 2 Battries,,Aéreo,Sí,,,,,Sí,,,,,,,,,3.5 km,,4.0,,Sí,,,,5 años,1 años,,,,,
78,"1,009",100,4.4,Axnen,S5S,1.0,3.0,Sí,18 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1665929051-drone-axnen-s5s-con-camara-dual-4k-sin-escobillas-3-baterias-_JM#position=51&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,3 Battery,,Aéreo,Sí,,,,,,Sí,,,1 evitador de obstaculos,Sí,50 x,,,,,4.0,,,,,,,,,,,,
79,"12,999",2,0.0,DJI,DJI Mini 3 DJI RC GL,,,,,,,,,,,,https://articulo.mercadolibre.com.mx/MLM-2546627150-dji-mini-3-dji-rc-dron-mini-con-camara-video-4k-_JM#position=23&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini,Single,,,,,mini3,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"7,990",5,0.0,ZLL,SG906 Max1,1.0,2.0,,26 m,,4K,Sí,5 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/drone-zll-sg906-max1-with-obstacle-avoider-con-camara-4k-negro-5ghz-2-baterias/p/MLM18606387?pdp_filters=category:MLM149102#searchVariation=MLM18606387&position=4&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,With obstacle avoider,Negro,Aéreo,Sí,,,Exterior,,Sí,,Sí,,"4 hélices de repuesto, 1 cable USB, 1 destornillador, 8 tornillos, 1 manual, 1 bolsa de viaje",,50 x,,,3000 m,,4.0,26 m,Sí,,Sí,,,,,,,,
81,898,5,0.0,XINMALL,LS-S1S,1.0,3.0,Sí,18 m,Sí,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-2164622056-dron-s1s-con-camara-4k-plegable-con-camara-dual-y-3-baterias-_JM#position=33&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini,4K Dual camera,,Aéreo,Sí,,,,,,,,,,Sí,,,,,,,,,,,,1 años,6 meses,,,,,
82,"18,999",100,0.0,DJI,Mini 3 RC,1.0,3.0,Sí,,,4K,Sí,5.8 GHz,Sí,Sí,Sí,https://www.mercadolibre.com.mx/mini-drone-dji-dji-mini-3-rc-fly-more-combo-plus-con-camara-4k-gris-58ghz-3-baterias/p/MLM23358128?pdp_filters=category:MLM149102#searchVariation=MLM23358128&position=12&search_layout=stack&type=product&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini,Fly More Combo Plus,Gris,Aéreo,,DJI,,,No,Sí,Sí,Sí,,1 cargador de batería,No,,,,,,4.0,,No,,,,,,,,,,
83,397,25,4.3,SoonHua,"precio de drones,dron,drom,drone 4k,drone,dron fumigador,dron con camara,mini m&ms,drones,mini dron,drones con camara",1.0,1.0,Sí,15 m,Sí,4K,Sí,24 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1923157011-dron-cuadricoptero-con-control-remoto-camara-4k-1-bateria-_JM#position=26&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Minidrones,4K Dual camera,,Control Remoto Drone Con Par Cámara 4k Quadcopter + 2batería,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"1,577",100,3.5,ZWD,mini dron/dron con camara/drones profesionales/drones con camara/mini drones/dron profesional/dron con camara,,2.0,Sí,30 m,,Full HD,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1869093461-drone-con-camara-profesional-8k-a-control-remoto-gps2-pilas-_JM#position=45&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,Controller Combo,,"GPS,WIFI,FULL HD",,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,
85,149,100,3.8,Genérica,Generic,1.0,,No,,No,,No,,No,No,No,https://articulo.mercadolibre.com.mx/MLM-1928506675-caja-de-sorpresa-misteriosa-electronica-random-_JM#position=40&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Caja Misteriosa,Caja Misteriosa,,CajaMisteriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,399,100,0.0,qilay,Drone Con Cámara Profesional  4k A Control Remoto Gps 2.4ghz,1.0,2.0,Sí,0.25 h,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1639747429-drone-con-camara-profesional-4k-a-control-remoto-24ghz-_JM#position=52&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,NO,Controller Combo,,Dron 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,421,100,3.2,Genérica,KY908,1.0,2.0,Sí,0.25 h,No,4K,Sí,2.4 GHz,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1421295292-dron-con-camara-4kcamara-gran-angular-mini-drone-quadcopter-_JM#position=27&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,USB,4k,,mini dron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"2,091",5,0.0,BH,004,,,,,,,Sí,5 GHz,,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2292737126-dron-profesional-con-camara-8k-gps-de-5ghz-a-control-remoto-_JM#position=34&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,613,25,0.0,CATLICAISABELLA,WRJ05,1.0,2.0,Sí,10 m,,HD,Sí,,Sí,No,Sí,https://articulo.mercadolibre.com.mx/MLM-1737978523-mini-drone-deerc-d20-con-camara-hd-plateado-2-baterias-_JM#position=56&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,,,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,189,25,3.7,Genérica,Limskey,1.0,1.0,Sí,10 m,No,SD,No,1.2 GHz,No,No,Sí,https://articulo.mercadolibre.com.mx/MLM-890682734-bateria-drone-litio-lw-952540-37v-1000-mah-bateria-pila-_JM#position=30&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Mini drone,LW 952540,,Aéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"2,145",1000,0.0,ZLL,L900 PRO SE HD,1.0,3.0,Sí,28 m,Sí,4K,Sí,5 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1652649616-mini-drone-con-camara-l900-gps-fpv-profesional-control-4k-hd-_JM#position=44&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,3 Battery,,Aéreo,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,398,100,0.0,Universal,universal,1.0,2.0,Sí,100 h,Sí,4K,Sí,2.4 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-2411621932-minidron-s85-pro-recargable-4k-con-camara-doble-y-2-baterias-_JM#position=18&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,Minidrones,4K Dual camera,,minidron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,659,5,0.0,Jazimerch,E58,1.0,3.0,Sí,25 m,Sí,4K HD,Sí,2 GHz,Sí,Sí,Sí,https://articulo.mercadolibre.com.mx/MLM-1904492425-drone-con-gps-camara-4k-hd-motor-sin-escobilla-3-pilas-_JM#position=29&search_layout=stack&type=item&tracking_id=45025d4c-3e0d-46e9-b2af-85262c67a16e,4k,Dual camera,,"Cámara dual,GPS,motor sin escobillas,remote control drone",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
